image_id,image_path,split,source,dataset,label_path,total_boxes,puffin_boxes,non_puffin_boxes,puffin_bin,distance,scene,difficulty,contains_puffin,density,occlusion,has_detection_overlay,text_prompt,notes
train_gemeiner-kr-C3-A4henscharb-sitzt-auf-seinem-nest_jpeg.rf.d2741923ab587fe5de83df1e5a00ac98,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\gemeiner-kr-C3-A4henscharb-sitzt-auf-seinem-nest_jpeg.rf.d2741923ab587fe5de83df1e5a00ac98.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\gemeiner-kr-C3-A4henscharb-sitzt-auf-seinem-nest_jpeg.rf.d2741923ab587fe5de83df1e5a00ac98.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_5fe126ca-60e1-43ef-b0a8-684c50c4b99b_jpeg.rf.6fb8243944a18ccf74af0b8de18450be,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\5fe126ca-60e1-43ef-b0a8-684c50c4b99b_jpeg.rf.6fb8243944a18ccf74af0b8de18450be.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\5fe126ca-60e1-43ef-b0a8-684c50c4b99b_jpeg.rf.6fb8243944a18ccf74af0b8de18450be.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_puffin_trio_with_some_space_stephen_kress_7-2-15_jpeg.rf.f4e53185f82641c79399e4366fd87a8e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\puffin_trio_with_some_space_stephen_kress_7-2-15_jpeg.rf.f4e53185f82641c79399e4366fd87a8e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\puffin_trio_with_some_space_stephen_kress_7-2-15_jpeg.rf.f4e53185f82641c79399e4366fd87a8e.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_DJI_20220726115310_0268_Z_JPG.rf.fa810bb0601ed3396414f898679caa44,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115310_0268_Z_JPG.rf.fa810bb0601ed3396414f898679caa44.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115310_0268_Z_JPG.rf.fa810bb0601ed3396414f898679caa44.txt,8,8,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Atlantic-Puffins-Machias-Seal-Island-Gerard-Monteux_jpeg.rf.1f5bb001f11e17c871af65ea49088b99,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Atlantic-Puffins-Machias-Seal-Island-Gerard-Monteux_jpeg.rf.1f5bb001f11e17c871af65ea49088b99.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Atlantic-Puffins-Machias-Seal-Island-Gerard-Monteux_jpeg.rf.1f5bb001f11e17c871af65ea49088b99.txt,8,8,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_240_F_517708452_uGQZvAFADQNqM5SfhpN8a2cvFkvMmnGQ_jpg.rf.78f750d8d1100998a776dae2d7fd3085,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\240_F_517708452_uGQZvAFADQNqM5SfhpN8a2cvFkvMmnGQ_jpg.rf.78f750d8d1100998a776dae2d7fd3085.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\240_F_517708452_uGQZvAFADQNqM5SfhpN8a2cvFkvMmnGQ_jpg.rf.78f750d8d1100998a776dae2d7fd3085.txt,5,1,4,single,,,,yes,single,,no,a photo containing a single puffin,
train_atlantic_puffin_newfoundland1b_jpeg.rf.ab2885808e3602ab29af7d81714cf5a2,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\atlantic_puffin_newfoundland1b_jpeg.rf.ab2885808e3602ab29af7d81714cf5a2.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\atlantic_puffin_newfoundland1b_jpeg.rf.ab2885808e3602ab29af7d81714cf5a2.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_kOyudwT_jpeg.rf.0b96f3e2833d0933b68a7ef227751252,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\kOyudwT_jpeg.rf.0b96f3e2833d0933b68a7ef227751252.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\kOyudwT_jpeg.rf.0b96f3e2833d0933b68a7ef227751252.txt,6,0,6,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_p774n9_jpg.rf.0324a1b260ff9302dfcf2a3afc0667a7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\p774n9_jpg.rf.0324a1b260ff9302dfcf2a3afc0667a7.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\p774n9_jpg.rf.0324a1b260ff9302dfcf2a3afc0667a7.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2020-03-20-at-18-22-15-1920w_png.rf.946eefa877a9566ba73494b6c8914cc8,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2020-03-20-at-18-22-15-1920w_png.rf.946eefa877a9566ba73494b6c8914cc8.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2020-03-20-at-18-22-15-1920w_png.rf.946eefa877a9566ba73494b6c8914cc8.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_AtlanticPuffin4_jpeg.rf.e496a7cb82daf97ad9cec29c8baf6d84,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\AtlanticPuffin4_jpeg.rf.e496a7cb82daf97ad9cec29c8baf6d84.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\AtlanticPuffin4_jpeg.rf.e496a7cb82daf97ad9cec29c8baf6d84.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
valid_00027_Shag_Allan-20Drewitt_jpeg.rf.ca5c045de2bc449fd7eeabe4e6560027,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\00027_Shag_Allan-20Drewitt_jpeg.rf.ca5c045de2bc449fd7eeabe4e6560027.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\00027_Shag_Allan-20Drewitt_jpeg.rf.ca5c045de2bc449fd7eeabe4e6560027.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_00088777_jpeg.rf.f4ef2d152b7c87c039b37aca99e232c1,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\00088777_jpeg.rf.f4ef2d152b7c87c039b37aca99e232c1.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\00088777_jpeg.rf.f4ef2d152b7c87c039b37aca99e232c1.txt,7,7,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_FW-Rebecca-Gibson-Gannet-5-1440x680_jpeg.rf.33f5f87d35d07f57cf9df1c459f2bf1c,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\FW-Rebecca-Gibson-Gannet-5-1440x680_jpeg.rf.33f5f87d35d07f57cf9df1c459f2bf1c.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\FW-Rebecca-Gibson-Gannet-5-1440x680_jpeg.rf.33f5f87d35d07f57cf9df1c459f2bf1c.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_razorbill14_png.rf.adf10f3c0a938924e9c1a270f7f31d9c,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill14_png.rf.adf10f3c0a938924e9c1a270f7f31d9c.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill14_png.rf.adf10f3c0a938924e9c1a270f7f31d9c.txt,3,2,1,few,,,,yes,few,,no,a photo containing a few puffins,
train_73dce282943e1b8451ae1f552eceb06fb24d761a_jpeg.rf.ddde1db8ca694466967c00a47d71ea1b,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\73dce282943e1b8451ae1f552eceb06fb24d761a_jpeg.rf.ddde1db8ca694466967c00a47d71ea1b.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\73dce282943e1b8451ae1f552eceb06fb24d761a_jpeg.rf.ddde1db8ca694466967c00a47d71ea1b.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_Screenshot-2023-04-10-at-8-35-43-PM_png.rf.60b5937277b52b72915e7ed93a3e0e54,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-35-43-PM_png.rf.60b5937277b52b72915e7ed93a3e0e54.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-35-43-PM_png.rf.60b5937277b52b72915e7ed93a3e0e54.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.01f73efe3a5fff7ed4cb3abcc18fdfe0,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.01f73efe3a5fff7ed4cb3abcc18fdfe0.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.01f73efe3a5fff7ed4cb3abcc18fdfe0.txt,9,8,1,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Screenshot-2023-04-10-at-8-49-32-PM_png.rf.336eaf6d6eac7210a4e472a34b0b9833,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-49-32-PM_png.rf.336eaf6d6eac7210a4e472a34b0b9833.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-49-32-PM_png.rf.336eaf6d6eac7210a4e472a34b0b9833.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_razorbill97-2-_png.rf.6ed9c3cefebda225e1423df6061a77a1,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill97-2-_png.rf.6ed9c3cefebda225e1423df6061a77a1.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill97-2-_png.rf.6ed9c3cefebda225e1423df6061a77a1.txt,9,0,9,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115320_0273_Z_JPG.rf.b6f4f172920661661ea535172470f025,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115320_0273_Z_JPG.rf.b6f4f172920661661ea535172470f025.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115320_0273_Z_JPG.rf.b6f4f172920661661ea535172470f025.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Screenshot-2023-04-10-at-8-24-00-PM_png.rf.f82e595c833ff5a1d8dd15042b3fc392,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-24-00-PM_png.rf.f82e595c833ff5a1d8dd15042b3fc392.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-24-00-PM_png.rf.f82e595c833ff5a1d8dd15042b3fc392.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_Screenshot-2023-04-10-at-8-26-10-PM_png.rf.4f02bb60cc4db7faa25e0bbf0c869c25,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-26-10-PM_png.rf.4f02bb60cc4db7faa25e0bbf0c869c25.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-26-10-PM_png.rf.4f02bb60cc4db7faa25e0bbf0c869c25.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_kittiwake18_png.rf.0c8a72d96330ac3e74fdca868aa1654e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\kittiwake18_png.rf.0c8a72d96330ac3e74fdca868aa1654e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\kittiwake18_png.rf.0c8a72d96330ac3e74fdca868aa1654e.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_Picture31_png.rf.ab2b785e71fe3ebf6e17836c7015676a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\Picture31_png.rf.ab2b785e71fe3ebf6e17836c7015676a.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\Picture31_png.rf.ab2b785e71fe3ebf6e17836c7015676a.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_2116191-w-jpg-800x400x2_jpg.rf.7ff2ddb79eb221cc3cf9a775d2e75cf4,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\2116191-w-jpg-800x400x2_jpg.rf.7ff2ddb79eb221cc3cf9a775d2e75cf4.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\2116191-w-jpg-800x400x2_jpg.rf.7ff2ddb79eb221cc3cf9a775d2e75cf4.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_macareux-moine2-1-_jpeg.rf.eb039ced1028c97d42840b71835b13e0,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\macareux-moine2-1-_jpeg.rf.eb039ced1028c97d42840b71835b13e0.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\macareux-moine2-1-_jpeg.rf.eb039ced1028c97d42840b71835b13e0.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_atlantic_puffin_newfoundland2a_jpeg.rf.8194a1e20c971d39306144780bf47822,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\atlantic_puffin_newfoundland2a_jpeg.rf.8194a1e20c971d39306144780bf47822.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\atlantic_puffin_newfoundland2a_jpeg.rf.8194a1e20c971d39306144780bf47822.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
valid_Puffins-on-skomer-Island-c9fabf1-scaled_jpeg.rf.8eb3cfcf540cfb1335b92366fcd5b258,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\Puffins-on-skomer-Island-c9fabf1-scaled_jpeg.rf.8eb3cfcf540cfb1335b92366fcd5b258.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\Puffins-on-skomer-Island-c9fabf1-scaled_jpeg.rf.8eb3cfcf540cfb1335b92366fcd5b258.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_59d7cef2-9442-43db-b104-c27acf09220d_jpeg.rf.d81e8bf200df37f5462b2ccd7ad2487d,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\59d7cef2-9442-43db-b104-c27acf09220d_jpeg.rf.d81e8bf200df37f5462b2ccd7ad2487d.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\59d7cef2-9442-43db-b104-c27acf09220d_jpeg.rf.d81e8bf200df37f5462b2ccd7ad2487d.txt,22,22,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_macareux-groupe-herbe_jpeg.rf.711b526d037ebd20d0a85a41ff59125a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\macareux-groupe-herbe_jpeg.rf.711b526d037ebd20d0a85a41ff59125a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\macareux-groupe-herbe_jpeg.rf.711b526d037ebd20d0a85a41ff59125a.txt,16,16,0,group,,,,yes,group,,no,a photo containing a group of puffins,
test_kittiwake4_png.rf.544ff439942c00b306588d04ae09ea5d,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\kittiwake4_png.rf.544ff439942c00b306588d04ae09ea5d.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\kittiwake4_png.rf.544ff439942c00b306588d04ae09ea5d.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
test_fullmar59_png.rf.de5d2ad45587c1b7322ab23f9008b42e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\fullmar59_png.rf.de5d2ad45587c1b7322ab23f9008b42e.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\fullmar59_png.rf.de5d2ad45587c1b7322ab23f9008b42e.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_kittiwake32_png.rf.dc07e93633dfa5a210b40cb3fcea2c90,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\kittiwake32_png.rf.dc07e93633dfa5a210b40cb3fcea2c90.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\kittiwake32_png.rf.dc07e93633dfa5a210b40cb3fcea2c90.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_Gannets_8459_jpeg.rf.0b654f00edbb76dd012487db3ef8b217,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\Gannets_8459_jpeg.rf.0b654f00edbb76dd012487db3ef8b217.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\Gannets_8459_jpeg.rf.0b654f00edbb76dd012487db3ef8b217.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_480-1-_jpeg.rf.afcca298330ad59c88d1842398f2c1ec,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\480-1-_jpeg.rf.afcca298330ad59c88d1842398f2c1ec.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\480-1-_jpeg.rf.afcca298330ad59c88d1842398f2c1ec.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_Screenshot-2023-04-10-at-8-47-32-PM_png.rf.61ced3558be396071485398317ffb2d6,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\Screenshot-2023-04-10-at-8-47-32-PM_png.rf.61ced3558be396071485398317ffb2d6.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\Screenshot-2023-04-10-at-8-47-32-PM_png.rf.61ced3558be396071485398317ffb2d6.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_razorbill9_png.rf.fc983d3075b8d776eedece373c3d283e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill9_png.rf.fc983d3075b8d776eedece373c3d283e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill9_png.rf.fc983d3075b8d776eedece373c3d283e.txt,3,1,2,single,,,,yes,single,,no,a photo containing a single puffin,
train_images-1-_jpeg.rf.f6a83e5f2effc437f075706115a0db1f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\images-1-_jpeg.rf.f6a83e5f2effc437f075706115a0db1f.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\images-1-_jpeg.rf.f6a83e5f2effc437f075706115a0db1f.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_images-8-_jpeg.rf.37b957f194a8768721e73d6fa242ba1e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\images-8-_jpeg.rf.37b957f194a8768721e73d6fa242ba1e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\images-8-_jpeg.rf.37b957f194a8768721e73d6fa242ba1e.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_kittiwake67_png.rf.78ab399bca366b4b6095f648029cfc6a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\kittiwake67_png.rf.78ab399bca366b4b6095f648029cfc6a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\kittiwake67_png.rf.78ab399bca366b4b6095f648029cfc6a.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid__105034626_gannetchicksinsittingtogetherinplasticlesetacsalderney_jpeg.rf.95edc04a99973f351ecd01f783184c90,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\_105034626_gannetchicksinsittingtogetherinplasticlesetacsalderney_jpeg.rf.95edc04a99973f351ecd01f783184c90.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\_105034626_gannetchicksinsittingtogetherinplasticlesetacsalderney_jpeg.rf.95edc04a99973f351ecd01f783184c90.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_AtlanticPuffin1_jpeg.rf.905cc2aa760b65d558dae682fafd54c4,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\AtlanticPuffin1_jpeg.rf.905cc2aa760b65d558dae682fafd54c4.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\AtlanticPuffin1_jpeg.rf.905cc2aa760b65d558dae682fafd54c4.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_00088777_jpeg.rf.0ec140089388fef290e07d3b2d154ab0,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\00088777_jpeg.rf.0ec140089388fef290e07d3b2d154ab0.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\00088777_jpeg.rf.0ec140089388fef290e07d3b2d154ab0.txt,7,7,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_DJI_20220726115318_0272_Z_JPG.rf.544a3920257902466fc5b32dc57a787d,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115318_0272_Z_JPG.rf.544a3920257902466fc5b32dc57a787d.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115318_0272_Z_JPG.rf.544a3920257902466fc5b32dc57a787d.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
test_media601143c5bb1ce152372621_jpeg.rf.b4bd96362a408b7b9b726046dd4d66cb,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\media601143c5bb1ce152372621_jpeg.rf.b4bd96362a408b7b9b726046dd4d66cb.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\media601143c5bb1ce152372621_jpeg.rf.b4bd96362a408b7b9b726046dd4d66cb.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
train__105032245_aldygannets_jpeg.rf.c9d3e4415b9280ad7b1e469f457b2455,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\_105032245_aldygannets_jpeg.rf.c9d3e4415b9280ad7b1e469f457b2455.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\_105032245_aldygannets_jpeg.rf.c9d3e4415b9280ad7b1e469f457b2455.txt,15,0,15,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_blog_puffin3_jpeg.rf.ef06d1d8d33a0fc5a85dcd1cf9c287bb,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\blog_puffin3_jpeg.rf.ef06d1d8d33a0fc5a85dcd1cf9c287bb.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\blog_puffin3_jpeg.rf.ef06d1d8d33a0fc5a85dcd1cf9c287bb.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_Screenshot-2023-04-10-at-8-24-00-PM_png.rf.59527cb596402bdc4eb1cb0e3a45ccdf,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-24-00-PM_png.rf.59527cb596402bdc4eb1cb0e3a45ccdf.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-24-00-PM_png.rf.59527cb596402bdc4eb1cb0e3a45ccdf.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
